"Campaign","Campaign Status","Campaign Type","Networks","Daily Budget","Budget Type","Start Date","End Date","Bid Strategy Type","Campaign URL Options (Tracking Template)","Final URL Suffix","Campaign Language"
10K ZIP Campaign - 2025-12-05,Enabled,Search,Search Network,,,,,,,,en

"Campaign","Setting","Value"

"Budget","Budget Amount","Delivery Method","Budget ID"
10K ZIP Campaign - 2025-12-05,20675,Postal Code,
10K ZIP Campaign - 2025-12-05,20682,Postal Code,
10K ZIP Campaign - 2025-12-05,20696,Postal Code,
10K ZIP Campaign - 2025-12-05,20699,Postal Code,
10K ZIP Campaign - 2025-12-05,20715,Postal Code,
10K ZIP Campaign - 2025-12-05,20720,Postal Code,
10K ZIP Campaign - 2025-12-05,20721,Postal Code,
10K ZIP Campaign - 2025-12-05,20734,Postal Code,
10K ZIP Campaign - 2025-12-05,20745,Postal Code,
10K ZIP Campaign - 2025-12-05,20757,Postal Code,
10K ZIP Campaign - 2025-12-05,20785,Postal Code,
10K ZIP Campaign - 2025-12-05,20800,Postal Code,
10K ZIP Campaign - 2025-12-05,20809,Postal Code,
10K ZIP Campaign - 2025-12-05,20821,Postal Code,
10K ZIP Campaign - 2025-12-05,20825,Postal Code,
10K ZIP Campaign - 2025-12-05,20830,Postal Code,
10K ZIP Campaign - 2025-12-05,20850,Postal Code,
10K ZIP Campaign - 2025-12-05,20851,Postal Code,
10K ZIP Campaign - 2025-12-05,20869,Postal Code,
10K ZIP Campaign - 2025-12-05,20872,Postal Code,
10K ZIP Campaign - 2025-12-05,20877,Postal Code,
10K ZIP Campaign - 2025-12-05,20889,Postal Code,
10K ZIP Campaign - 2025-12-05,20890,Postal Code,
10K ZIP Campaign - 2025-12-05,20904,Postal Code,
10K ZIP Campaign - 2025-12-05,20926,Postal Code,
10K ZIP Campaign - 2025-12-05,20933,Postal Code,
10K ZIP Campaign - 2025-12-05,20945,Postal Code,
10K ZIP Campaign - 2025-12-05,20946,Postal Code,
10K ZIP Campaign - 2025-12-05,20955,Postal Code,
10K ZIP Campaign - 2025-12-05,20956,Postal Code,
10K ZIP Campaign - 2025-12-05,20961,Postal Code,
10K ZIP Campaign - 2025-12-05,20972,Postal Code,
10K ZIP Campaign - 2025-12-05,20981,Postal Code,
10K ZIP Campaign - 2025-12-05,21000,Postal Code,
10K ZIP Campaign - 2025-12-05,21007,Postal Code,
10K ZIP Campaign - 2025-12-05,21015,Postal Code,
10K ZIP Campaign - 2025-12-05,21029,Postal Code,
10K ZIP Campaign - 2025-12-05,21030,Postal Code,
10K ZIP Campaign - 2025-12-05,21038,Postal Code,
10K ZIP Campaign - 2025-12-05,21039,Postal Code,
10K ZIP Campaign - 2025-12-05,21055,Postal Code,
10K ZIP Campaign - 2025-12-05,21056,Postal Code,
10K ZIP Campaign - 2025-12-05,21059,Postal Code,
10K ZIP Campaign - 2025-12-05,21068,Postal Code,
10K ZIP Campaign - 2025-12-05,21097,Postal Code,
10K ZIP Campaign - 2025-12-05,21110,Postal Code,
10K ZIP Campaign - 2025-12-05,21129,Postal Code,
10K ZIP Campaign - 2025-12-05,21136,Postal Code,
10K ZIP Campaign - 2025-12-05,21142,Postal Code,
10K ZIP Campaign - 2025-12-05,21187,Postal Code,
10K ZIP Campaign - 2025-12-05,21213,Postal Code,
10K ZIP Campaign - 2025-12-05,21217,Postal Code,
10K ZIP Campaign - 2025-12-05,21235,Postal Code,
10K ZIP Campaign - 2025-12-05,21249,Postal Code,
10K ZIP Campaign - 2025-12-05,21251,Postal Code,
10K ZIP Campaign - 2025-12-05,21252,Postal Code,
10K ZIP Campaign - 2025-12-05,21275,Postal Code,
10K ZIP Campaign - 2025-12-05,21284,Postal Code,
10K ZIP Campaign - 2025-12-05,21286,Postal Code,
10K ZIP Campaign - 2025-12-05,21288,Postal Code,
10K ZIP Campaign - 2025-12-05,21292,Postal Code,
10K ZIP Campaign - 2025-12-05,21295,Postal Code,
10K ZIP Campaign - 2025-12-05,21302,Postal Code,
10K ZIP Campaign - 2025-12-05,21312,Postal Code,
10K ZIP Campaign - 2025-12-05,21342,Postal Code,
10K ZIP Campaign - 2025-12-05,21343,Postal Code,
10K ZIP Campaign - 2025-12-05,21347,Postal Code,
10K ZIP Campaign - 2025-12-05,21383,Postal Code,
10K ZIP Campaign - 2025-12-05,21387,Postal Code,
10K ZIP Campaign - 2025-12-05,21388,Postal Code,
10K ZIP Campaign - 2025-12-05,21389,Postal Code,
10K ZIP Campaign - 2025-12-05,21400,Postal Code,
10K ZIP Campaign - 2025-12-05,21405,Postal Code,
10K ZIP Campaign - 2025-12-05,21421,Postal Code,
10K ZIP Campaign - 2025-12-05,21431,Postal Code,
10K ZIP Campaign - 2025-12-05,21445,Postal Code,
10K ZIP Campaign - 2025-12-05,21453,Postal Code,
10K ZIP Campaign - 2025-12-05,21472,Postal Code,
10K ZIP Campaign - 2025-12-05,21480,Postal Code,
10K ZIP Campaign - 2025-12-05,21488,Postal Code,
10K ZIP Campaign - 2025-12-05,21492,Postal Code,
10K ZIP Campaign - 2025-12-05,21494,Postal Code,
10K ZIP Campaign - 2025-12-05,21498,Postal Code,
10K ZIP Campaign - 2025-12-05,21500,Postal Code,
10K ZIP Campaign - 2025-12-05,21506,Postal Code,
10K ZIP Campaign - 2025-12-05,21517,Postal Code,
10K ZIP Campaign - 2025-12-05,21521,Postal Code,
10K ZIP Campaign - 2025-12-05,21550,Postal Code,
10K ZIP Campaign - 2025-12-05,21560,Postal Code,
10K ZIP Campaign - 2025-12-05,21562,Postal Code,
10K ZIP Campaign - 2025-12-05,21597,Postal Code,
10K ZIP Campaign - 2025-12-05,21629,Postal Code,
10K ZIP Campaign - 2025-12-05,21634,Postal Code,
10K ZIP Campaign - 2025-12-05,21636,Postal Code,
10K ZIP Campaign - 2025-12-05,21639,Postal Code,
10K ZIP Campaign - 2025-12-05,21644,Postal Code,
10K ZIP Campaign - 2025-12-05,21676,Postal Code,
10K ZIP Campaign - 2025-12-05,21691,Postal Code,
10K ZIP Campaign - 2025-12-05,21701,Postal Code,
10K ZIP Campaign - 2025-12-05,21703,Postal Code,
10K ZIP Campaign - 2025-12-05,21723,Postal Code,
10K ZIP Campaign - 2025-12-05,21733,Postal Code,
10K ZIP Campaign - 2025-12-05,21754,Postal Code,
10K ZIP Campaign - 2025-12-05,21756,Postal Code,
10K ZIP Campaign - 2025-12-05,21769,Postal Code,
10K ZIP Campaign - 2025-12-05,21776,Postal Code,
10K ZIP Campaign - 2025-12-05,21785,Postal Code,
10K ZIP Campaign - 2025-12-05,21792,Postal Code,
10K ZIP Campaign - 2025-12-05,21826,Postal Code,
10K ZIP Campaign - 2025-12-05,21832,Postal Code,
10K ZIP Campaign - 2025-12-05,21836,Postal Code,
10K ZIP Campaign - 2025-12-05,21840,Postal Code,
10K ZIP Campaign - 2025-12-05,21846,Postal Code,
10K ZIP Campaign - 2025-12-05,21882,Postal Code,
10K ZIP Campaign - 2025-12-05,21924,Postal Code,
10K ZIP Campaign - 2025-12-05,21946,Postal Code,
10K ZIP Campaign - 2025-12-05,21947,Postal Code,
10K ZIP Campaign - 2025-12-05,21960,Postal Code,
10K ZIP Campaign - 2025-12-05,21965,Postal Code,
10K ZIP Campaign - 2025-12-05,22008,Postal Code,
10K ZIP Campaign - 2025-12-05,22023,Postal Code,
10K ZIP Campaign - 2025-12-05,22039,Postal Code,
10K ZIP Campaign - 2025-12-05,22046,Postal Code,
10K ZIP Campaign - 2025-12-05,22067,Postal Code,
10K ZIP Campaign - 2025-12-05,22098,Postal Code,
10K ZIP Campaign - 2025-12-05,22110,Postal Code,
10K ZIP Campaign - 2025-12-05,22126,Postal Code,
10K ZIP Campaign - 2025-12-05,22132,Postal Code,
10K ZIP Campaign - 2025-12-05,22133,Postal Code,
10K ZIP Campaign - 2025-12-05,22136,Postal Code,
10K ZIP Campaign - 2025-12-05,22161,Postal Code,
10K ZIP Campaign - 2025-12-05,22196,Postal Code,
10K ZIP Campaign - 2025-12-05,22201,Postal Code,
10K ZIP Campaign - 2025-12-05,22207,Postal Code,
10K ZIP Campaign - 2025-12-05,22213,Postal Code,
10K ZIP Campaign - 2025-12-05,22217,Postal Code,
10K ZIP Campaign - 2025-12-05,22218,Postal Code,
10K ZIP Campaign - 2025-12-05,22226,Postal Code,
10K ZIP Campaign - 2025-12-05,22247,Postal Code,
10K ZIP Campaign - 2025-12-05,22249,Postal Code,
10K ZIP Campaign - 2025-12-05,22269,Postal Code,
10K ZIP Campaign - 2025-12-05,22271,Postal Code,
10K ZIP Campaign - 2025-12-05,22279,Postal Code,
10K ZIP Campaign - 2025-12-05,22284,Postal Code,
10K ZIP Campaign - 2025-12-05,22293,Postal Code,
10K ZIP Campaign - 2025-12-05,22306,Postal Code,
10K ZIP Campaign - 2025-12-05,22309,Postal Code,
10K ZIP Campaign - 2025-12-05,22335,Postal Code,
10K ZIP Campaign - 2025-12-05,22345,Postal Code,
10K ZIP Campaign - 2025-12-05,22367,Postal Code,
10K ZIP Campaign - 2025-12-05,22384,Postal Code,
10K ZIP Campaign - 2025-12-05,22387,Postal Code,
10K ZIP Campaign - 2025-12-05,22395,Postal Code,
10K ZIP Campaign - 2025-12-05,22415,Postal Code,
10K ZIP Campaign - 2025-12-05,22426,Postal Code,
10K ZIP Campaign - 2025-12-05,22436,Postal Code,
10K ZIP Campaign - 2025-12-05,22459,Postal Code,
10K ZIP Campaign - 2025-12-05,22468,Postal Code,
10K ZIP Campaign - 2025-12-05,22480,Postal Code,
10K ZIP Campaign - 2025-12-05,22496,Postal Code,
10K ZIP Campaign - 2025-12-05,22498,Postal Code,
10K ZIP Campaign - 2025-12-05,22506,Postal Code,
10K ZIP Campaign - 2025-12-05,22525,Postal Code,
10K ZIP Campaign - 2025-12-05,22535,Postal Code,
10K ZIP Campaign - 2025-12-05,22545,Postal Code,
10K ZIP Campaign - 2025-12-05,22551,Postal Code,
10K ZIP Campaign - 2025-12-05,22572,Postal Code,
10K ZIP Campaign - 2025-12-05,22582,Postal Code,
10K ZIP Campaign - 2025-12-05,22584,Postal Code,
10K ZIP Campaign - 2025-12-05,22597,Postal Code,
10K ZIP Campaign - 2025-12-05,22603,Postal Code,
10K ZIP Campaign - 2025-12-05,22606,Postal Code,
10K ZIP Campaign - 2025-12-05,22616,Postal Code,
10K ZIP Campaign - 2025-12-05,22625,Postal Code,
10K ZIP Campaign - 2025-12-05,22634,Postal Code,
10K ZIP Campaign - 2025-12-05,22645,Postal Code,
10K ZIP Campaign - 2025-12-05,22663,Postal Code,
10K ZIP Campaign - 2025-12-05,22665,Postal Code,
10K ZIP Campaign - 2025-12-05,22667,Postal Code,
10K ZIP Campaign - 2025-12-05,22676,Postal Code,
10K ZIP Campaign - 2025-12-05,22682,Postal Code,
10K ZIP Campaign - 2025-12-05,22694,Postal Code,
10K ZIP Campaign - 2025-12-05,22730,Postal Code,
10K ZIP Campaign - 2025-12-05,22732,Postal Code,
10K ZIP Campaign - 2025-12-05,22813,Postal Code,
10K ZIP Campaign - 2025-12-05,22816,Postal Code,
10K ZIP Campaign - 2025-12-05,22831,Postal Code,
10K ZIP Campaign - 2025-12-05,22832,Postal Code,
10K ZIP Campaign - 2025-12-05,22838,Postal Code,
10K ZIP Campaign - 2025-12-05,22843,Postal Code,
10K ZIP Campaign - 2025-12-05,22855,Postal Code,
10K ZIP Campaign - 2025-12-05,22873,Postal Code,
10K ZIP Campaign - 2025-12-05,22876,Postal Code,
10K ZIP Campaign - 2025-12-05,22879,Postal Code,
10K ZIP Campaign - 2025-12-05,22892,Postal Code,
10K ZIP Campaign - 2025-12-05,22895,Postal Code,
10K ZIP Campaign - 2025-12-05,22897,Postal Code,
10K ZIP Campaign - 2025-12-05,22910,Postal Code,
10K ZIP Campaign - 2025-12-05,22923,Postal Code,
10K ZIP Campaign - 2025-12-05,22924,Postal Code,
10K ZIP Campaign - 2025-12-05,22933,Postal Code,
10K ZIP Campaign - 2025-12-05,22934,Postal Code,
10K ZIP Campaign - 2025-12-05,22964,Postal Code,
10K ZIP Campaign - 2025-12-05,22971,Postal Code,
10K ZIP Campaign - 2025-12-05,22977,Postal Code,
10K ZIP Campaign - 2025-12-05,22979,Postal Code,
10K ZIP Campaign - 2025-12-05,22995,Postal Code,
10K ZIP Campaign - 2025-12-05,23002,Postal Code,
10K ZIP Campaign - 2025-12-05,23011,Postal Code,
10K ZIP Campaign - 2025-12-05,23013,Postal Code,
10K ZIP Campaign - 2025-12-05,23023,Postal Code,
10K ZIP Campaign - 2025-12-05,23032,Postal Code,
10K ZIP Campaign - 2025-12-05,23036,Postal Code,
10K ZIP Campaign - 2025-12-05,23075,Postal Code,
10K ZIP Campaign - 2025-12-05,23080,Postal Code,
10K ZIP Campaign - 2025-12-05,23085,Postal Code,
10K ZIP Campaign - 2025-12-05,23086,Postal Code,
10K ZIP Campaign - 2025-12-05,23102,Postal Code,
10K ZIP Campaign - 2025-12-05,23119,Postal Code,
10K ZIP Campaign - 2025-12-05,23132,Postal Code,
10K ZIP Campaign - 2025-12-05,23146,Postal Code,
10K ZIP Campaign - 2025-12-05,23147,Postal Code,
10K ZIP Campaign - 2025-12-05,23148,Postal Code,
10K ZIP Campaign - 2025-12-05,23169,Postal Code,
10K ZIP Campaign - 2025-12-05,23171,Postal Code,
10K ZIP Campaign - 2025-12-05,23217,Postal Code,
10K ZIP Campaign - 2025-12-05,23222,Postal Code,
10K ZIP Campaign - 2025-12-05,23233,Postal Code,
10K ZIP Campaign - 2025-12-05,23266,Postal Code,
10K ZIP Campaign - 2025-12-05,23279,Postal Code,
10K ZIP Campaign - 2025-12-05,23290,Postal Code,
10K ZIP Campaign - 2025-12-05,23316,Postal Code,
10K ZIP Campaign - 2025-12-05,23325,Postal Code,
10K ZIP Campaign - 2025-12-05,23372,Postal Code,
10K ZIP Campaign - 2025-12-05,23384,Postal Code,
10K ZIP Campaign - 2025-12-05,23387,Postal Code,
10K ZIP Campaign - 2025-12-05,23412,Postal Code,
10K ZIP Campaign - 2025-12-05,23422,Postal Code,
10K ZIP Campaign - 2025-12-05,23423,Postal Code,
10K ZIP Campaign - 2025-12-05,23432,Postal Code,
10K ZIP Campaign - 2025-12-05,23439,Postal Code,
10K ZIP Campaign - 2025-12-05,23454,Postal Code,
10K ZIP Campaign - 2025-12-05,23460,Postal Code,
10K ZIP Campaign - 2025-12-05,23464,Postal Code,
10K ZIP Campaign - 2025-12-05,23468,Postal Code,
10K ZIP Campaign - 2025-12-05,23473,Postal Code,
10K ZIP Campaign - 2025-12-05,23488,Postal Code,
10K ZIP Campaign - 2025-12-05,23516,Postal Code,
10K ZIP Campaign - 2025-12-05,23537,Postal Code,
10K ZIP Campaign - 2025-12-05,23538,Postal Code,
10K ZIP Campaign - 2025-12-05,23541,Postal Code,
10K ZIP Campaign - 2025-12-05,23543,Postal Code,
10K ZIP Campaign - 2025-12-05,23551,Postal Code,
10K ZIP Campaign - 2025-12-05,23557,Postal Code,
10K ZIP Campaign - 2025-12-05,23562,Postal Code,
10K ZIP Campaign - 2025-12-05,23575,Postal Code,
10K ZIP Campaign - 2025-12-05,23578,Postal Code,
10K ZIP Campaign - 2025-12-05,23579,Postal Code,
10K ZIP Campaign - 2025-12-05,23587,Postal Code,
10K ZIP Campaign - 2025-12-05,23592,Postal Code,
10K ZIP Campaign - 2025-12-05,23605,Postal Code,
10K ZIP Campaign - 2025-12-05,23609,Postal Code,
10K ZIP Campaign - 2025-12-05,23615,Postal Code,
10K ZIP Campaign - 2025-12-05,23622,Postal Code,
10K ZIP Campaign - 2025-12-05,23638,Postal Code,
10K ZIP Campaign - 2025-12-05,23640,Postal Code,
10K ZIP Campaign - 2025-12-05,23650,Postal Code,
10K ZIP Campaign - 2025-12-05,23662,Postal Code,
10K ZIP Campaign - 2025-12-05,23674,Postal Code,
10K ZIP Campaign - 2025-12-05,23690,Postal Code,
10K ZIP Campaign - 2025-12-05,23723,Postal Code,
10K ZIP Campaign - 2025-12-05,23727,Postal Code,
10K ZIP Campaign - 2025-12-05,23728,Postal Code,
10K ZIP Campaign - 2025-12-05,23738,Postal Code,
10K ZIP Campaign - 2025-12-05,23739,Postal Code,
10K ZIP Campaign - 2025-12-05,23745,Postal Code,
10K ZIP Campaign - 2025-12-05,23781,Postal Code,
10K ZIP Campaign - 2025-12-05,23805,Postal Code,
10K ZIP Campaign - 2025-12-05,23809,Postal Code,
10K ZIP Campaign - 2025-12-05,23814,Postal Code,
10K ZIP Campaign - 2025-12-05,23816,Postal Code,
10K ZIP Campaign - 2025-12-05,23822,Postal Code,
10K ZIP Campaign - 2025-12-05,23830,Postal Code,
10K ZIP Campaign - 2025-12-05,23843,Postal Code,
10K ZIP Campaign - 2025-12-05,23863,Postal Code,
10K ZIP Campaign - 2025-12-05,23875,Postal Code,
10K ZIP Campaign - 2025-12-05,23884,Postal Code,
10K ZIP Campaign - 2025-12-05,23892,Postal Code,
10K ZIP Campaign - 2025-12-05,23916,Postal Code,
10K ZIP Campaign - 2025-12-05,23945,Postal Code,
10K ZIP Campaign - 2025-12-05,23946,Postal Code,
10K ZIP Campaign - 2025-12-05,23951,Postal Code,
10K ZIP Campaign - 2025-12-05,23962,Postal Code,
10K ZIP Campaign - 2025-12-05,23994,Postal Code,
10K ZIP Campaign - 2025-12-05,23998,Postal Code,
10K ZIP Campaign - 2025-12-05,24031,Postal Code,
10K ZIP Campaign - 2025-12-05,24039,Postal Code,
10K ZIP Campaign - 2025-12-05,24046,Postal Code,
10K ZIP Campaign - 2025-12-05,24049,Postal Code,
10K ZIP Campaign - 2025-12-05,24050,Postal Code,
10K ZIP Campaign - 2025-12-05,24060,Postal Code,
10K ZIP Campaign - 2025-12-05,24069,Postal Code,
10K ZIP Campaign - 2025-12-05,24072,Postal Code,
10K ZIP Campaign - 2025-12-05,24086,Postal Code,
10K ZIP Campaign - 2025-12-05,24095,Postal Code,
10K ZIP Campaign - 2025-12-05,24109,Postal Code,
10K ZIP Campaign - 2025-12-05,24123,Postal Code,
10K ZIP Campaign - 2025-12-05,24146,Postal Code,
10K ZIP Campaign - 2025-12-05,24149,Postal Code,
10K ZIP Campaign - 2025-12-05,24156,Postal Code,
10K ZIP Campaign - 2025-12-05,24159,Postal Code,
10K ZIP Campaign - 2025-12-05,24174,Postal Code,
10K ZIP Campaign - 2025-12-05,24177,Postal Code,
10K ZIP Campaign - 2025-12-05,24181,Postal Code,
10K ZIP Campaign - 2025-12-05,24191,Postal Code,
10K ZIP Campaign - 2025-12-05,24194,Postal Code,
10K ZIP Campaign - 2025-12-05,24217,Postal Code,
10K ZIP Campaign - 2025-12-05,24222,Postal Code,
10K ZIP Campaign - 2025-12-05,24225,Postal Code,
10K ZIP Campaign - 2025-12-05,24227,Postal Code,
10K ZIP Campaign - 2025-12-05,24232,Postal Code,
10K ZIP Campaign - 2025-12-05,24236,Postal Code,
10K ZIP Campaign - 2025-12-05,24239,Postal Code,
10K ZIP Campaign - 2025-12-05,24245,Postal Code,
10K ZIP Campaign - 2025-12-05,24258,Postal Code,
10K ZIP Campaign - 2025-12-05,24264,Postal Code,
10K ZIP Campaign - 2025-12-05,24265,Postal Code,
10K ZIP Campaign - 2025-12-05,24272,Postal Code,
10K ZIP Campaign - 2025-12-05,24279,Postal Code,
10K ZIP Campaign - 2025-12-05,24287,Postal Code,
10K ZIP Campaign - 2025-12-05,24304,Postal Code,
10K ZIP Campaign - 2025-12-05,24311,Postal Code,
10K ZIP Campaign - 2025-12-05,24314,Postal Code,
10K ZIP Campaign - 2025-12-05,24325,Postal Code,
10K ZIP Campaign - 2025-12-05,24334,Postal Code,
10K ZIP Campaign - 2025-12-05,24342,Postal Code,
10K ZIP Campaign - 2025-12-05,24349,Postal Code,
10K ZIP Campaign - 2025-12-05,24354,Postal Code,
10K ZIP Campaign - 2025-12-05,24360,Postal Code,
10K ZIP Campaign - 2025-12-05,24361,Postal Code,
10K ZIP Campaign - 2025-12-05,24367,Postal Code,
10K ZIP Campaign - 2025-12-05,24382,Postal Code,
10K ZIP Campaign - 2025-12-05,24385,Postal Code,
10K ZIP Campaign - 2025-12-05,24387,Postal Code,
10K ZIP Campaign - 2025-12-05,24390,Postal Code,
10K ZIP Campaign - 2025-12-05,24414,Postal Code,
10K ZIP Campaign - 2025-12-05,24430,Postal Code,
10K ZIP Campaign - 2025-12-05,24436,Postal Code,
10K ZIP Campaign - 2025-12-05,24437,Postal Code,
10K ZIP Campaign - 2025-12-05,24441,Postal Code,
10K ZIP Campaign - 2025-12-05,24478,Postal Code,
10K ZIP Campaign - 2025-12-05,24494,Postal Code,
10K ZIP Campaign - 2025-12-05,24512,Postal Code,
10K ZIP Campaign - 2025-12-05,24516,Postal Code,
10K ZIP Campaign - 2025-12-05,24520,Postal Code,
10K ZIP Campaign - 2025-12-05,24522,Postal Code,
10K ZIP Campaign - 2025-12-05,24536,Postal Code,
10K ZIP Campaign - 2025-12-05,24551,Postal Code,
10K ZIP Campaign - 2025-12-05,24574,Postal Code,
10K ZIP Campaign - 2025-12-05,24577,Postal Code,
10K ZIP Campaign - 2025-12-05,24598,Postal Code,
10K ZIP Campaign - 2025-12-05,24602,Postal Code,
10K ZIP Campaign - 2025-12-05,24619,Postal Code,
10K ZIP Campaign - 2025-12-05,24625,Postal Code,
10K ZIP Campaign - 2025-12-05,24627,Postal Code,
10K ZIP Campaign - 2025-12-05,24629,Postal Code,
10K ZIP Campaign - 2025-12-05,24640,Postal Code,
10K ZIP Campaign - 2025-12-05,24670,Postal Code,
10K ZIP Campaign - 2025-12-05,24675,Postal Code,
10K ZIP Campaign - 2025-12-05,24683,Postal Code,
10K ZIP Campaign - 2025-12-05,24703,Postal Code,
10K ZIP Campaign - 2025-12-05,24721,Postal Code,
10K ZIP Campaign - 2025-12-05,24727,Postal Code,
10K ZIP Campaign - 2025-12-05,24735,Postal Code,
10K ZIP Campaign - 2025-12-05,24742,Postal Code,
10K ZIP Campaign - 2025-12-05,24743,Postal Code,
10K ZIP Campaign - 2025-12-05,24745,Postal Code,
10K ZIP Campaign - 2025-12-05,24754,Postal Code,
10K ZIP Campaign - 2025-12-05,24756,Postal Code,
10K ZIP Campaign - 2025-12-05,24757,Postal Code,
10K ZIP Campaign - 2025-12-05,24758,Postal Code,
10K ZIP Campaign - 2025-12-05,24763,Postal Code,
10K ZIP Campaign - 2025-12-05,24782,Postal Code,
10K ZIP Campaign - 2025-12-05,24787,Postal Code,
10K ZIP Campaign - 2025-12-05,24792,Postal Code,
10K ZIP Campaign - 2025-12-05,24799,Postal Code,
10K ZIP Campaign - 2025-12-05,24815,Postal Code,
10K ZIP Campaign - 2025-12-05,24821,Postal Code,
10K ZIP Campaign - 2025-12-05,24843,Postal Code,
10K ZIP Campaign - 2025-12-05,24852,Postal Code,
10K ZIP Campaign - 2025-12-05,24853,Postal Code,
10K ZIP Campaign - 2025-12-05,24857,Postal Code,
10K ZIP Campaign - 2025-12-05,24872,Postal Code,
10K ZIP Campaign - 2025-12-05,24881,Postal Code,
10K ZIP Campaign - 2025-12-05,24886,Postal Code,
10K ZIP Campaign - 2025-12-05,24887,Postal Code,
10K ZIP Campaign - 2025-12-05,24896,Postal Code,
10K ZIP Campaign - 2025-12-05,24899,Postal Code,
10K ZIP Campaign - 2025-12-05,24915,Postal Code,
10K ZIP Campaign - 2025-12-05,24916,Postal Code,
10K ZIP Campaign - 2025-12-05,24919,Postal Code,
10K ZIP Campaign - 2025-12-05,24928,Postal Code,
10K ZIP Campaign - 2025-12-05,24934,Postal Code,
10K ZIP Campaign - 2025-12-05,24937,Postal Code,
10K ZIP Campaign - 2025-12-05,24949,Postal Code,
10K ZIP Campaign - 2025-12-05,24951,Postal Code,
10K ZIP Campaign - 2025-12-05,24967,Postal Code,
10K ZIP Campaign - 2025-12-05,24972,Postal Code,
10K ZIP Campaign - 2025-12-05,24974,Postal Code,
10K ZIP Campaign - 2025-12-05,25028,Postal Code,
10K ZIP Campaign - 2025-12-05,25038,Postal Code,
10K ZIP Campaign - 2025-12-05,25041,Postal Code,
10K ZIP Campaign - 2025-12-05,25050,Postal Code,
10K ZIP Campaign - 2025-12-05,25055,Postal Code,
10K ZIP Campaign - 2025-12-05,25063,Postal Code,
10K ZIP Campaign - 2025-12-05,25064,Postal Code,
10K ZIP Campaign - 2025-12-05,25068,Postal Code,
10K ZIP Campaign - 2025-12-05,25071,Postal Code,
10K ZIP Campaign - 2025-12-05,25100,Postal Code,
10K ZIP Campaign - 2025-12-05,25113,Postal Code,
10K ZIP Campaign - 2025-12-05,25120,Postal Code,
10K ZIP Campaign - 2025-12-05,25131,Postal Code,
10K ZIP Campaign - 2025-12-05,25133,Postal Code,
10K ZIP Campaign - 2025-12-05,25143,Postal Code,
10K ZIP Campaign - 2025-12-05,25148,Postal Code,
10K ZIP Campaign - 2025-12-05,25151,Postal Code,
10K ZIP Campaign - 2025-12-05,25161,Postal Code,
10K ZIP Campaign - 2025-12-05,25163,Postal Code,
10K ZIP Campaign - 2025-12-05,25172,Postal Code,
10K ZIP Campaign - 2025-12-05,25174,Postal Code,
10K ZIP Campaign - 2025-12-05,25180,Postal Code,
10K ZIP Campaign - 2025-12-05,25183,Postal Code,
10K ZIP Campaign - 2025-12-05,25197,Postal Code,
10K ZIP Campaign - 2025-12-05,25199,Postal Code,
10K ZIP Campaign - 2025-12-05,25200,Postal Code,
10K ZIP Campaign - 2025-12-05,25236,Postal Code,
10K ZIP Campaign - 2025-12-05,25243,Postal Code,
10K ZIP Campaign - 2025-12-05,25247,Postal Code,
10K ZIP Campaign - 2025-12-05,25264,Postal Code,
10K ZIP Campaign - 2025-12-05,25265,Postal Code,
10K ZIP Campaign - 2025-12-05,25272,Postal Code,
10K ZIP Campaign - 2025-12-05,25275,Postal Code,
10K ZIP Campaign - 2025-12-05,25280,Postal Code,
